word,deprel,score
clock,nn,0.06772774681184723
stove,pobj,0.18736292023102288
stove,pobj,0.4580998934070307
baby,nn,0.1281859451440348
baby,nsubj,0.16934676679040886
stove,pobj,0.27253507832036195
baby,nn,0.11987529797055566
stove,pobj,0.6042985098916162
baby,pobj,0.19070313387825974
light,nn,0.09212385797627633
light,amod,0.017598188464390763
light,nsubj,0.1967309529757336
light,pobj,0.05119046635544533
light,nsubj,0.26934412862418866
water,pobj,0.126319370867238
water,conj,0.15613121621878856
water,pobj,0.2408149635595669
water,pobj,0.02110122288990679
water,pobj,0.061982889011439675
water,pobj,0.058418444403228964
water,pobj,0.039970603135159204
water,pobj,0.10179109826781918
water,pobj,0.049752673427926435
water,pobj,0.0445541644294789
water,pobj,0.07552878236685721
water,pobj,0.0862457472155097
water,pobj,0.02751553713560351
water,nn,0.029911513539410236
baby,nn,0.029063923787072562
zebra,pobj,0.9171894761663002
zebra,root,0.8713089054859107
baby,nn,0.004103135980391913
zebra,pobj,0.08024205435289712
zebra,conj,0.04075288434179925
baby,nn,0.011225258499749093
zebra,nsubj,0.7298642592218123
baby,nn,0.02970625560518769
zebra,root,0.9237348840558524
zebra,nsubj,0.7082064354496964
zebra,root,0.5419219916028878
zebra,root,0.5406498226374506
zebra,root,0.7040052479723358
zebra,pobj,0.46106187945251
zebra,nn,0.6611939730403389
water,pobj,0.01196009791568442
water,pobj,0.006071706633368534
water,pobj,0.05679923429418365
water,pobj,0.049957029519672624
water,pobj,0.09466025195474792
water,pobj,0.057488810235536765
clock,nn,0.0113554534635516
clock,pobj,0.0262450236146754
clock,nsubj,0.6987228237940911
clock,nn,0.08844090273990224
clock,nn,0.049231507701429485
water,pobj,0.11392352590962428
stove,pobj,0.012295367110935708
light,pobj,0.3512525071587871
light,root,0.3189280881020924
light,pobj,0.06939045100976449
light,root,0.024164750876185304
light,nn,0.07826554925107286
baby,pobj,0.1244519008973798
water,conj,0.018778018561853568
water,pobj,0.010011551636622928
water,pobj,0.15039902083312418
water,pobj,0.01876500816767701
water,pobj,0.0395787202396044
baby,nn,0.08760239097752176
water,conj,0.1053107607149234
baby,nn,0.031295586697099524
water,pobj,0.07338669859313607
baby,nn,0.4026992267498809
baby,root,0.44768035752335206
baby,root,0.3231072375264812
baby,root,0.4193984118206428
baby,root,0.4064373381166225
zebra,root,0.024689802452310672
baby,nn,0.015050995535156209
zebra,conj,0.02045936400131254
baby,conj,0.02238105809487767
zebra,root,0.6608451255240585
light,amod,0.02011028081000921
clock,dobj,0.12313219898009307
clock,nsubj,0.7808669796001475
clock,root,0.6348121812080387
clock,nsubj,0.4951075814378072
clock,root,0.32169603334213226
clock,root,0.4679313817493468
baby,root,0.4155930631428988
baby,root,0.5568011644198148
baby,root,0.0835422309255397
baby,nn,0.06512930896550416
baby,nsubj,0.6364209767839284
stove,nn,0.017213840821124426
stove,root,0.14947235568659356
light,amod,0.015987316992449263
stove,conj,0.01875187375566933
light,nsubj,0.11966583326759195
light,pobj,0.08359311622112996
light,pobj,0.051280246824801805
light,root,0.281502761340224
light,pobj,0.07348319599278375
light,root,0.12845415112340675
light,dobj,0.21589548551762705
light,dobj,0.21799839410016808
baby,nsubj,0.13204714168238896
baby,pobj,0.04091683530278312
light,pobj,0.10793236775553773
light,root,0.3397107036505028
water,nn,0.04592891538850541
water,pobj,0.10364918237486076
water,pobj,0.04777438415642255
water,root,0.023673596971206745
zebra,pobj,0.6213868735562447
stove,pobj,0.11417204461927212
water,pobj,0.08979131097368154
water,pobj,0.05920024204215879
water,pobj,0.05356041320274008
water,pobj,0.002067443602307373
water,pobj,0.009733150743062136
baby,nn,0.176155640064243
water,pobj,0.0166940089001747
water,pobj,0.012214004286672742
stove,pobj,0.2944317980207388
stove,pobj,0.6046727545646935
light,pobj,0.04473528939831351
light,amod,0.06189954390159945
water,nn,0.02941258857045725
stove,pobj,0.027288057364434848
light,pobj,0.20900862592322134
light,root,0.19317526279551345
light,pobj,0.17447079013353395
light,pobj,0.093825582819828
light,pobj,0.052743864130661115
light,nn,0.13719604935837082
water,nn,0.06562510133719945
clock,nn,0.004015962113337768
water,pobj,0.0321470019893958
water,pobj,0.15661883213136896
water,pobj,0.04973884315173272
water,pobj,0.1232476193714368
light,amod,0.11149722380501216
water,root,0.026391164922403683
water,pobj,0.027052265026883848
water,pobj,0.04895863882630036
water,dep,0.028348315437337963
water,pobj,0.22438132181614734
water,pobj,0.060791708876221213
water,pobj,0.0441210225393226
water,pobj,0.1868805557210084
baby,nn,0.01444154080160176
baby,nn,0.039810409305674366
zebra,nn,0.7242671968667731
water,pobj,0.1052212634077635
water,pobj,0.02664637596221253
water,pobj,0.1604137937147092
water,pobj,0.1250820944040857
water,nsubj,0.5528151342797316
water,pobj,0.03904321930292865
water,nn,0.034263204843116735
water,pobj,0.06275974745784263
water,pobj,0.06845333464077097
water,pobj,0.4534094047693388
water,root,0.007277234957130062
water,pobj,0.14160479798498127
clock,nsubj,0.5610814571576552
light,pobj,0.05400531123850161
clock,nsubj,0.336966280361613
clock,nsubj,0.8002133541967709
clock,nn,0.6671674792518995
clock,nsubj,0.10459471133935816
clock,pobj,0.2547924767283596
clock,nsubj,0.6410372253872476
clock,pobj,0.19947542218390776
clock,root,0.3239847308708255
clock,conj,0.12639445433764226
clock,nn,0.0760022984780313
clock,pobj,0.07850094686475485
clock,root,0.5190084933161778
clock,nn,0.17907593070782413
clock,nn,0.10449394706707073
clock,nn,0.06332970858604448
stove,pobj,0.05976104259493253
water,pobj,0.19411417130720887
water,xcomp,0.12507360938791745
water,pobj,0.14444171191633806
water,pobj,0.1702410431068757
clock,pobj,0.1495311067691284
clock,dobj,0.10258792171103648
clock,pobj,0.02474610321616211
clock,conj,0.3368160975419593
light,pobj,0.20658156869449665
water,pobj,0.062345166950682714
water,pobj,0.1173151574420499
clock,pobj,0.05982114692219743
clock,nsubj,0.2393792839271124
clock,pobj,0.07743752718256534
clock,nn,0.13651843708733136
water,pobj,0.2472212268473596
water,pobj,0.04012793415333527
water,pobj,0.06812735488631738
light,root,0.20874356809526184
zebra,nn,0.2504624936193677
zebra,nn,0.2585097903235932
zebra,pobj,0.2421456334919397
zebra,pobj,0.2207876367139088
light,conj,0.09619862363677913
light,pobj,0.026563269279328616
light,pobj,0.13365264263256715
water,pobj,0.09353873595346829
water,pobj,0.08164018025818585
water,pobj,0.055113944396283594
water,pobj,0.004089855311663615
water,pobj,0.2542320492441279
water,pobj,0.03451423182885238
water,pobj,0.07503230521248827
water,conj,0.027863656556155747
baby,pobj,0.1453374683854538
water,pobj,0.19897872329628372
water,pobj,0.11968936596365044
water,pobj,0.008912866006751008
water,pobj,0.06450774093430123
water,pobj,0.1246770936104482
water,pobj,0.6018292086363615
water,pobj,0.4447368402437985
baby,nsubj,0.3867467858122221
baby,root,0.2672729653339172
baby,root,0.42830713812861787
baby,nsubj,0.5833932944199645
baby,root,0.06457389755748233
light,conj,0.03707311767757859
water,pobj,0.14144830585870094
water,pobj,0.022905929249180116
stove,conj,0.2920050723423607
stove,root,0.3409965436787005
stove,root,0.4935531511188693
clock,conj,0.26087290909660954
clock,nn,0.04720223934048151
clock,nn,0.062284451781426275
clock,nn,0.07193995657863705
clock,nn,0.12383039948200605
clock,root,0.5947196302267386
water,nn,0.33626361417135814
light,pobj,0.11586638621543255
light,pobj,0.06949663858339583
water,pobj,0.05573703643969352
water,pobj,0.18280728275768846
baby,nn,0.019116445515552246
baby,nn,0.016366775364388575
baby,nn,0.05611633400899385
baby,nn,0.031987624714115204
baby,nn,0.007601748258228012
baby,nn,0.016985365721205348
baby,conj,0.022177095599255403
water,root,0.009227063491322627
baby,nn,0.013590326381587749
water,pobj,0.07282981439759516
baby,conj,0.02907540497738537
water,pobj,0.062486822133777764
water,pobj,0.032239337659563994
water,pobj,0.13434023675604467
water,pobj,0.1277591711586512
water,pobj,0.4782754848355406
water,pobj,0.4279166136222585
zebra,nn,0.4390184310350147
zebra,root,0.5877752260432485
zebra,root,0.8151427895110032
zebra,nsubj,0.7254302738865837
zebra,nn,0.6364414708981602
zebra,npadvmod,0.2689891782342677
zebra,root,0.6064213738068274
zebra,nsubj,0.5926906394798679
zebra,nsubj,0.6242866629069885
zebra,root,0.526582828437378
zebra,root,0.5256647389801855
zebra,nsubj,0.6858613482530475
zebra,nsubj,0.6367419948390207
zebra,nsubj,0.6143307234690887
zebra,root,0.7225245554047693
stove,pobj,0.039785958310897485
stove,pobj,0.13849303511062694
water,dobj,0.1115048583979571
water,pobj,0.050995702212155436
water,pobj,0.20604272835820334
water,pobj,0.08443944765498135
water,pobj,0.09210583483746182
water,pobj,0.2552025599598701
water,pobj,0.023002697075180545
water,pobj,0.015433063857038019
water,pobj,0.07531631700848705
water,pobj,0.011852968532562569
water,pobj,0.11105047925068967
water,pobj,0.008934125942658076
water,pobj,0.047363039498705455
clock,nsubj,0.5862762052675816
clock,nsubj,0.659633148419346
clock,root,0.27405422236315025
clock,conj,0.4542579027368808
clock,pobj,0.6998153763808164
clock,nn,0.01505504307340877
clock,nn,0.27149232505071963
clock,nn,0.08154258695643901
clock,nn,0.06856648159708789
clock,nn,0.04969408766351768
clock,nn,0.035040663236408975
clock,dobj,0.061961019297535384
clock,pobj,0.03517953131275808
clock,pobj,0.04813214023660506
stove,amod,0.08283340125272176
stove,pobj,0.14361254745901475
stove,amod,0.12530888398310125
stove,pobj,0.16896267839248325
stove,nn,0.21613012509549331
stove,dobj,0.024733406379891187
stove,amod,0.14424261801708127
stove,nn,0.12793597439928728
light,pobj,0.042266869390242816
water,nn,0.06784144603349285
water,pobj,0.011318090604663156
stove,amod,0.21242780655524784
stove,pobj,0.3662345386039868
water,pobj,0.1910550441410187
water,pobj,0.06765371518421948
water,pobj,0.2909628050029257
water,pobj,0.06673447485079309
water,pobj,0.2345303308012445
water,conj,0.020535794155871256
zebra,root,0.2232940795139271
light,root,0.12300568586444115
light,root,0.13105600562856354
light,root,0.09469452431436451
light,pobj,0.022659532280470795
baby,nn,0.023112847623992683
water,dobj,0.10476821781223566
water,pobj,0.156348694659871
water,pobj,0.042076264398247194
water,pobj,0.053908502569675054
water,pobj,0.03639387909048975
water,pobj,0.09972988158203731
water,pobj,0.03745079377193972
water,pobj,0.036209305356507016
water,pobj,0.05151254740359934
baby,conj,0.0558271096280204
zebra,root,0.6623104810814223
zebra,nn,0.5669057421650392
zebra,nn,0.7241639176826576
zebra,root,0.02982145008292192
baby,nn,0.003215951218870972
zebra,pobj,0.005766855814215877
baby,nn,0.013137760400963594
zebra,nn,0.9483530888779836
zebra,nsubj,0.3804160538367296
zebra,amod,0.3441279807499662
water,pobj,0.21586075451791475
zebra,root,0.6937058370298959
zebra,nsubj,0.818272001459234
zebra,nn,0.6690395332187374
zebra,nsubj,0.8056439430702893
zebra,nn,0.7801289571288387
water,pobj,0.5533657370054706
water,pobj,0.14625527500398486
water,pobj,0.27300570078353853
clock,nn,0.07757484878620846
clock,nn,0.05302130094178947
clock,nn,0.08107597710225212
water,pobj,0.1264063299843915
clock,root,0.8690160878503114
clock,dobj,0.12094111312813015
clock,nsubj,0.3287211747567068
clock,pobj,0.2395966356340917
clock,pobj,0.3204459837008906
clock,nn,0.022795677453213314
clock,pobj,0.029973091784641918
clock,nn,0.05711914399995655
clock,nn,0.06881618780084964
clock,nn,0.06665476906735657
clock,nsubj,0.3256205230878132
clock,root,0.3640953023082487
clock,nsubjpass,0.4089467094926556
clock,nsubj,0.8211915136267598
clock,root,0.3269062068502938
clock,nsubj,0.705494776188216
clock,nn,0.09770082796709124
clock,root,0.41621055685484976
clock,nsubjpass,0.7093836965923368
clock,pobj,0.2045867459501859
stove,amod,0.03656705722161002
stove,dobj,0.08599273236645244
stove,rcmod,0.040208232761497535
water,pobj,0.01612069724726939
light,amod,0.06836590403992904
light,pobj,0.009366257005816394
water,pobj,0.4113522476285407
water,pobj,0.4153199921952361
water,pobj,0.31638979974029513
water,pobj,0.09561955983687641
water,pobj,0.06541636335446532
light,pobj,0.17170639246548736
light,pobj,0.04587289537572836
light,conj,0.10530347726227852
water,nn,0.03917644114698315
water,pobj,0.17707591131292674
water,pobj,0.03179704771359537
water,pobj,0.08891756700370335
water,pobj,0.104150598439971
water,conj,0.03946001365483109
water,pobj,0.492661762269909
light,pobj,0.06876488339421928
water,pobj,0.21046188825223988
water,pobj,0.007254223866834053
water,pobj,0.0883105627889119
water,pobj,0.05701395659479769
water,pobj,0.19499711681185505
water,pobj,0.0040051910672730395
water,pobj,0.20019704738019284
water,pobj,0.009599913979783992
water,pobj,0.023019129209038147
water,pobj,0.029518102645462507
water,root,0.003328209374901303
water,pobj,0.012400535843442915
water,pobj,0.019377820255418787
water,pobj,0.6190117005595477
water,pobj,0.11304041707835287
water,pobj,0.5494521630948409
zebra,nn,0.7353300138391426
zebra,root,0.5778467146649996
zebra,root,0.702529166129241
zebra,nn,0.6656497902536487
zebra,nsubj,0.8751667885312125
zebra,nn,0.5248362661824351
clock,pobj,0.21681048723838936
clock,root,0.20126892479847625
clock,root,0.3494337523813349
clock,root,0.2707322839329881
clock,root,0.32268098591191297
water,pobj,0.04338207604676214
water,pobj,0.022684162129931518
water,pobj,0.15939044899930346
water,pobj,0.08413806905263331
water,pobj,0.8379430339159482
water,pobj,0.008821406041672588
water,pobj,0.14078829084751698
baby,conj,0.10213054721234073
baby,pobj,0.2572619318704528
baby,root,0.2314436591164909
baby,root,0.5152515737043242
baby,nsubj,0.3883973700796368
clock,nn,0.02170070591518469
clock,nn,0.07748806611117097
clock,nn,0.110076348775191
clock,nn,0.05584076228610412
clock,root,0.6010040294183676
clock,pobj,0.20979506894446576
clock,pobj,0.061511455470626974
clock,pobj,0.7622875885857507
clock,nsubj,0.6483560627465538
clock,conj,0.2513942755686657
clock,nsubj,0.5159634004102692
clock,pobj,0.1376387782019025
clock,root,0.5895133023486911
light,pobj,0.2502470833235929
stove,pobj,0.08219621834735212
stove,pobj,0.15968494897862173
clock,root,0.14596703246296516
stove,pobj,0.07858005150619694
stove,conj,0.019337068152713632
clock,conj,0.2802354460197377
clock,root,0.48841386052076
clock,dobj,0.36467595426212895
clock,pobj,0.5581445510243112
zebra,nn,0.2305738573756897
zebra,conj,0.15707298676757234
zebra,conj,0.21609371487799534
zebra,conj,0.210765760702224
zebra,conj,0.21016218141600984
baby,pobj,0.16808111667672154
water,conj,0.03809287618882462
water,pobj,0.18843261125559171
baby,nn,0.0906756718948536
zebra,nn,0.6949183769677936
water,pobj,0.04466798281990436
zebra,root,0.7200281017382162
zebra,nn,0.6576441203318508
zebra,root,0.7707589472151997
water,pobj,0.042055282283692486
zebra,nsubj,0.9382364027089256
water,pobj,0.018739183727931815
zebra,nsubj,0.03552312308078254
zebra,pobj,0.002987318640647496
zebra,root,0.7845086309871867
zebra,nn,0.7379740517290883
zebra,root,0.7115682058856719
zebra,nsubj,0.6924385395529313
water,pobj,0.0012946755798729506
water,pobj,0.010869919642013004
water,conj,0.01896458334327933
water,pobj,0.539726681603367
water,pobj,0.07756876893054497
water,pobj,0.09363621555262258
water,pobj,0.06557750248201664
water,pobj,0.16394016990500274
water,pobj,0.02061275333250689
light,amod,0.09449778994483304
water,pobj,0.047297466082658494
light,amod,0.014164024110934204
water,pobj,0.08320426511815937
water,nn,0.012036470409830248
water,pobj,0.2953833679199549
water,pobj,0.04840721783970914
clock,root,0.5293586171010909
clock,pobj,0.07846532397306372
clock,root,0.2578322501724678
clock,pobj,0.08447854285449186
clock,pobj,0.2525459967508884
clock,nn,0.038064556025010236
clock,nn,0.05524047602574434
clock,nsubj,0.018079966652459367
clock,nn,0.058250118849597965
baby,nsubj,0.5263187096984665
baby,root,0.3322817410771034
baby,root,0.4956462824314418
baby,nsubj,0.4616249419061538
stove,amod,0.013735695186743002
clock,nn,0.06479227099146634
baby,dobj,0.02020504381112964
water,nn,0.0825795107515781
water,pobj,0.026639323964362197
water,pobj,0.03503907360116609
water,pobj,0.05273359420030932
water,pobj,0.12251911044729613
water,pobj,0.25437925841312514
water,pobj,0.06268036369851071
water,pobj,0.027803018560964454
water,pobj,0.03803010742323398
water,pobj,0.016369563187913938
baby,nn,0.07921502745807264
clock,root,0.6782729738866848
clock,root,0.7709325565185347
clock,root,0.37065061412789424
clock,root,0.21956740116319706
clock,root,0.4994309922782246
clock,pobj,0.4670200574918831
clock,nn,0.03698651827191324
clock,root,0.8489031626706723
clock,pobj,0.8595311655370166
clock,nsubj,0.7277928000242893
clock,nsubjpass,0.8072026699640314
clock,root,0.7925587013424502
clock,nn,0.118165502535583
water,pobj,0.2022756293334339
clock,dobj,0.135739401275355
clock,nn,0.07893550775061718
clock,pobj,0.22893830604317544
clock,pobj,0.7952644851055288
clock,nn,0.049008816969192896
clock,conj,0.14571625831025348
clock,nn,0.08745406586329176
clock,nn,0.751279250812493
clock,nsubj,0.07621258941476095
clock,root,0.4263462592479946
clock,nsubj,0.4731971158318848
clock,root,0.6291741871391185
clock,pobj,0.5077207292173272
clock,pobj,0.06656271697306837
clock,nn,0.18735520489653767
clock,root,0.2692119051180597
clock,nn,0.04558369085748415
clock,nn,0.016050010723867802
clock,root,0.6418920108419457
clock,nsubj,0.5971572982864255
clock,nsubj,0.5534594637828849
clock,root,0.19096770587975606
clock,nsubj,0.859149181639924
light,pobj,0.08133301868742594
light,pobj,0.1418191311225654
light,pobj,0.11167099878818863
light,pobj,0.1861985871072324
light,root,0.492689437393271
light,root,0.10194068709988036
light,nsubj,0.2402171154014892
light,root,0.08790909966614513
baby,dobj,0.12757618424486927
baby,pobj,0.23543646105628654
water,pobj,0.01483594515213116
water,pobj,0.13810146647667165
water,pobj,0.12656019255637826
baby,root,0.07374769011525628
light,pobj,0.13502168150597993
light,root,0.18635235210196044
light,root,0.20147164367470694
light,pobj,0.3958747671699677
light,pobj,0.08633657040845753
light,amod,0.18489847210935265
baby,nsubj,0.03133186722383419
baby,nn,0.04330807316717989
baby,nn,0.021785127078792543
baby,nn,0.0289665672073296
water,pobj,0.029041249633435236
water,pobj,0.01514017697576886
water,dobj,0.05844926880594936
water,dep,0.010831162882149914
water,pobj,0.020160558592896786
water,pobj,0.02897634035223884
light,amod,0.23775318520986424
zebra,conj,0.684048774222704
zebra,nn,0.7417589044063739
zebra,nsubj,0.8063860097385606
zebra,nsubj,0.7898255812102698
zebra,root,0.7540065217294486
zebra,root,0.37947515914570024
zebra,amod,0.4962097276043482
zebra,nn,0.6094622204815747
zebra,root,0.6842825079918246
zebra,root,0.5558635011604098
water,conj,0.03760414994810591
zebra,pobj,0.610053628865291
zebra,nsubj,0.18083590496875834
zebra,pobj,0.020827596856403674
zebra,root,0.050026193970067134
zebra,nn,0.022534305032944516
zebra,conj,0.555101234574958
zebra,root,0.025082807540993457
zebra,conj,0.010148809815255566
water,pobj,0.3236772236587209
water,nn,0.05965582185785068
water,conj,0.023004916467239345
zebra,nn,0.0038477824330388492
water,pobj,0.1392122978019944
water,pobj,0.14577793150625107
water,dobj,0.01408292952299639
water,pobj,0.29999763619718606
water,pobj,0.23117780422690304
water,pobj,0.2338781322732739
water,pobj,0.14742977456437656
water,pobj,0.0222531060601332
water,pobj,0.4288295955231679
water,pobj,0.07685420444528202
water,pobj,0.005804264123748125
stove,amod,0.14187307539572913
stove,pobj,0.2907600679358477
stove,root,0.6965043448109178
stove,npadvmod,0.22030278435847228
clock,root,0.4593576804227588
clock,root,0.7069069718357666
clock,root,0.25760379188947435
clock,conj,0.02640604953758663
clock,root,0.2534603180063011
clock,conj,0.27662745000354405
clock,pobj,0.3401545633921971
clock,conj,0.21857533871931895
clock,nn,0.058293080631460985
light,conj,0.009014225014157828
clock,dep,0.2828077321246191
clock,root,0.6328040126694134
clock,nn,0.2145014205334501
clock,nn,0.10737041796403968
water,pobj,0.506242147229248
water,pobj,0.18389319748841548
water,pobj,0.02590886176764229
water,pobj,0.2888382938566584
stove,amod,0.10507338113406904
light,nsubj,0.457247973727429
light,pobj,0.0647094210646636
light,pobj,0.06429758015252296
light,conj,0.2666416778033146
light,conj,0.14827714526144342
water,pobj,0.005532504777641889
water,pobj,0.0307904225400476
water,pobj,0.02778712126869598
water,pobj,0.017372381644515156
water,pobj,0.01612287967658954
water,pobj,0.026951052146726773
water,dobj,0.0364754799234932
water,pobj,0.1016070721844673
water,pobj,0.04911925318320709
water,pobj,0.07081814973957923
zebra,nn,0.7752255729278198
water,pobj,0.1500075899715858
water,pobj,0.03751204241434192
stove,pobj,0.11638194715998218
stove,pobj,0.224410067465738
clock,pobj,0.023197909431310504
clock,pobj,0.1795746739223455
water,pobj,0.003771933916623005
clock,root,0.6207164255509987
water,pobj,0.295216415491262
clock,nsubj,0.6500468915269751
water,pobj,0.2991078660067866
clock,root,0.5578575460816628
clock,nsubj,0.6241402800790801
clock,root,0.6709871830426429
clock,pobj,0.473161596703949
clock,npadvmod,0.2445658966428359
clock,pobj,0.42952287564239705
clock,pobj,0.3696158013912303
clock,pobj,0.3379459664638731
clock,npadvmod,0.2589593338417182
clock,nn,0.11544176578707654
clock,nsubj,0.10234075398539233
clock,nn,0.010717681808239288
clock,root,0.5405055222604596
clock,root,0.3515825430549018
clock,root,0.6667919407385359
clock,root,0.7122388936933607
clock,pobj,0.20459445973303256
clock,pobj,0.4457876289769044
stove,conj,0.05178893392751027
stove,nn,0.013436393059097164
water,pobj,0.10212510948301944
water,conj,0.04924309078082545
clock,pobj,0.3465740726459013
clock,pobj,0.4035481769679685
clock,nsubj,0.6389235251413865
clock,root,0.5710020254031358
water,pobj,0.3370515205067653
water,pobj,0.12842885069040932
water,pobj,0.020040324462324288
water,nn,0.2607961047261601
baby,pobj,0.0103331700425221
light,conj,0.04344291334726257
zebra,root,0.6011312522049838
zebra,pobj,0.14068995053509148
baby,nn,0.009689546338109369
zebra,pobj,0.013133662987558692
zebra,pobj,0.7828429065035396
zebra,nn,0.5682923459947906
zebra,nn,0.7331797657428211
zebra,nn,0.18714216230865896
water,pobj,0.15617074079867066
zebra,nn,0.6145585860079014
zebra,root,0.6760530061613128
baby,nn,0.01668916550840227
zebra,root,0.751022931369925
zebra,root,0.6410412474842365
zebra,root,0.8411105987565825
zebra,pobj,0.444157073356267
stove,pobj,0.09414749940868704
water,pobj,0.14950899601214596
baby,root,0.39063885863359377
stove,root,0.7009654722487405
clock,root,0.3338262947648413
clock,nsubj,0.484839857051227
clock,root,0.4680594693744562
clock,root,0.4593576804227588
clock,pobj,0.03961756958887142
clock,nn,0.013198254977513256
clock,nn,0.44309672392116894
clock,nn,0.3296892628943612
light,pobj,0.00721572857272712
clock,dep,0.11918361009891
clock,dobj,0.35690279518333057
light,pobj,0.14770735514018518
water,pobj,0.048952002644645935
stove,amod,0.10089202860688473
light,pobj,0.23549882405688286
light,pobj,0.3740528709019769
water,nn,0.05290543005913906
water,pobj,0.02679767763394381
water,pobj,0.11688450086645352
light,amod,0.1033131998403487
water,pobj,0.02830624680944493
light,amod,0.07948019228978542
water,pobj,0.02175315879151274
zebra,pobj,0.7043658962469077
clock,root,0.648641612731079
clock,root,0.483474368537693
clock,pobj,0.5625572932110089
light,amod,0.045543885064668437
clock,root,0.9105517620900796
clock,root,0.4532675074957931
clock,pobj,0.77601892208076
clock,root,0.4677278849514219
clock,nn,0.08444441929025104
clock,pobj,0.15948597143510845
clock,conj,0.0698896532002472
clock,dobj,0.16757870342282222
clock,pobj,0.08849704303978022
clock,root,0.4997404280790657
clock,root,0.5465866177481389
clock,root,0.6059490117903852
clock,root,0.7087246604133766
clock,root,0.42534716410037055
clock,nn,0.24767130807819934
clock,conj,0.30645436151650784
clock,root,0.37169369818724585
clock,rcmod,0.15399318899430847
clock,nn,0.042277796656612236
clock,pobj,0.02169837694747856
clock,nn,0.1368652864404556
clock,nn,0.0477454316633118
light,amod,0.01823836272995893
clock,nn,0.07549215482453807
clock,nn,0.14683288799205674
clock,nn,0.04478250764041836
clock,root,0.08983502536942634
clock,nn,0.12504199769815694
stove,amod,0.04187298395639826
clock,conj,0.14207391639602007
stove,conj,0.11789289176319415
water,pobj,0.16508105634279613
water,pobj,0.10346345685594073
water,pobj,0.07712117682859887
light,amod,0.024842236206943924
baby,pobj,0.060872236539514124
baby,npadvmod,0.0942867934750088
baby,conj,0.030524381304440577
clock,nsubj,0.3025227443595626
clock,nn,0.2057237924526263
clock,root,0.7115055013970396
water,pobj,0.15565938817796
water,pobj,0.18060751495353056
light,amod,0.061026831546690315
water,pobj,0.02193788338877034
water,pobj,0.040740515520787716
water,pobj,0.042811482263762406
water,pobj,0.05837088468834816
water,nn,0.014189493570091916
water,pobj,0.021849476330359045
water,pobj,0.02815824787580645
water,pobj,0.07977572647969333
water,pobj,0.03205413276704727
water,pobj,0.12154647411990438
zebra,nn,0.771515624276047
stove,nn,0.026122341307596497
stove,nn,0.06606885395696928
water,pobj,0.023670229245868923
stove,pobj,0.13994436893579387
water,pobj,0.014756263340110154
clock,conj,0.11800820659351195
clock,conj,0.21507471681241874
clock,pobj,0.3233166638717212
clock,pobj,0.3498685534434697
baby,root,0.18901849754539668
baby,nn,0.19955903285917972
clock,nsubjpass,0.5291916602326865
clock,root,0.17441168941621732
clock,root,0.5785004869651975
clock,pobj,0.2105601264950532
clock,npadvmod,0.5634374426737958
stove,pobj,0.09875156456497693
stove,pobj,0.2298758737125899
water,pobj,0.0249162542303788
clock,nsubj,0.051644666887269874
clock,root,0.06191859215717455
clock,root,0.2410311765566544
clock,root,0.2105951627850826
clock,pobj,0.16738840795491328
zebra,root,0.3206489529905455
zebra,conj,0.19895754976277447
zebra,nsubj,0.4842307683301938
zebra,root,0.3770011749769705
zebra,root,0.3875055326264109
water,pobj,0.16409923457052056
water,pobj,0.14518299760842726
water,pobj,0.11976659619751663
water,pobj,0.09900594418083752
water,pobj,0.06520539619292433
water,pobj,0.42987421379882784
water,pobj,0.06531899939936125
water,pobj,0.0768628705520895
water,pobj,0.05263081075750065
water,pobj,0.025893531294536528
water,pobj,0.02037646657106662
baby,dobj,0.5262339527223687
water,pobj,0.2585020381906834
baby,pobj,0.1637290057266837
water,pobj,0.18363960598464055
water,pobj,0.06628708925332627
water,pobj,0.043106543632932426
water,pobj,0.07395478298830194
water,pobj,0.05502336652446549
water,pobj,0.13695937107006562
water,pobj,0.115895010292404
water,pobj,0.06131314522590181
water,pobj,0.16469469537777348
water,pobj,0.2567997675429641
stove,amod,0.20339875083623649
stove,pobj,0.08108523934760481
stove,nn,0.006333395609684933
stove,dobj,0.08429950126962193
clock,nn,0.06087446567373678
clock,nsubjpass,0.15199804476006407
clock,pobj,0.019968644236379784
clock,pobj,0.05481922748784662
water,pobj,0.2520769543596584
water,pobj,0.27267861772595053
water,pobj,0.23314034270536094
water,pobj,0.08012188830691247
water,pobj,0.26281975895580456
water,pobj,0.20868543894168912
water,pobj,0.3128138501971355
water,pobj,0.20117491592853387
water,dobj,0.07561351810574557
water,pobj,0.05319365911308594
water,pobj,0.38516779867705575
water,nn,0.13137533815448588
water,xcomp,0.3023596666028085
water,pobj,0.06289568935426837
water,pobj,0.015417783449573674
water,pobj,0.0648884236595868
stove,amod,0.02465407534277964
clock,pobj,0.3625233342199726
clock,nsubjpass,0.3895187328079655
clock,pobj,0.10242560769187993
clock,pobj,0.1994049533682859
clock,nn,0.021796513022975028
clock,pobj,0.050654946630349966
clock,root,0.2709050272893331
clock,root,0.26670095827892226
clock,nn,0.1867803781359544
clock,nsubj,0.04728838234342903
clock,conj,0.05918158654811712
clock,nsubjpass,0.28060809841757706
baby,nsubj,0.2669952834252708
stove,pobj,0.13153566760688318
baby,root,0.3883465560502965
stove,pobj,0.3652451176762889
stove,pobj,0.20064542615081568
water,pobj,0.005565063675185833
clock,npadvmod,0.6966942694034544
clock,root,0.5059342092083505
